,ingredient_id,recipe_id,ingredient_name,original_ingredient_amount,original_ingredient_unit,ingredient_remainder,recipe_source,new_ingredient_amount,new_ingredient_unit,common_ingredient_name,ingredient_category,default_unit
2344,Y151_07,Y151,pepper,,,,yummly,,unit,pepper,chili / pepper,unit
2345,Y152_00,Y152,almond butter,0.25,cup,,yummly,4.0,tablespoon,almond butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2346,Y152_01,Y152,lime juice,0.25,cup,(freshly squeezed),yummly,4.0,tablespoon,lime juice,lime / lemon,tablespoon
2347,Y152_02,Y152,tamarind paste,1.0,Tbsp.,(optional),yummly,1.0,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2348,Y152_03,Y152,fresh ginger,1.0,Tbsp.,(minced),yummly,3.0,teaspoon,minced ginger,herbs,teaspoon
2349,Y152_04,Y152,garlic clove,1.0,,(minced),yummly,1.0,clove,garlic,herbs,clove
2350,Y152_05,Y152,sriracha,2.0,tsp.,(or to taste),yummly,0.666666666,tablespoon,sriracha sauce,sauce / salt,tablespoon
2351,Y152_06,Y152,salt,1.0,pinch,,yummly,0.0208333333125,tablespoon,salt,sauce / salt,tablespoon
2352,Y152_07,Y152,water,0.25,cup,,yummly,0.25,cup,water,water,cup
2353,Y152_08,Y152,zucchini,6.0,cups,"(spiralized or peeled, about 2-3 zucchini)",yummly,4.0,unit,zucchini / courgette / baby marrow,vegetable,unit
2354,Y152_09,Y152,shredded carrots,1.0,cup,(about 2 carrots),yummly,1.0,cup,carrot,vegetable,cup
2355,Y152_10,Y152,red cabbage,1.0,cup,(thinly sliced),yummly,1.0,cup,cabbage,vegetable,cup
2356,Y152_11,Y152,broccoli,1.0,cup,(chopped),yummly,1.0,cup,broccoli,vegetable,cup
2357,Y152_12,Y152,snow peas,1.0,cup,(chopped),yummly,16.0,tablespoon,snow pea,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2358,Y152_13,Y152,scallions,0.5,cup,(chopped),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
2359,Y152_14,Y152,chopped almonds,0.5,cup,,yummly,8.0,tablespoon,almond,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2360,Y152_15,Y152,chopped cilantro,0.5,cup,,yummly,8.0,tablespoon,coriander / cilantro,herbs,tablespoon
2361,Y153_00,Y153,peanut butter,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2362,Y153_01,Y153,rice vinegar,0.25,tsp.,,yummly,0.08333333325,tablespoon,vinegar,vinegar,tablespoon
2363,Y153_02,Y153,soy sauce,0.5,tsp.,,yummly,0.1666666665,tablespoon,soy sauce,sauce / salt,tablespoon
2364,Y153_03,Y153,honey,0.5,tsp.,,yummly,0.1666666665,tablespoon,honey,sugar / sweeteners / syrup,tablespoon
2365,Y153_04,Y153,sriracha sauce,1.0,tsp.,,yummly,0.333333333,tablespoon,sriracha sauce,sauce / salt,tablespoon
2366,Y153_05,Y153,pepper,0.125,tsp.,,yummly,0.125,teaspoon,pepper,chili / pepper,unit
2367,Y153_06,Y153,ginger powder,0.25,tsp.,,yummly,0.25,teaspoon,ground ginger,herbs,teaspoon
2368,Y153_07,Y153,garlic powder,0.5,tsp.,,yummly,0.5,teaspoon,garlic powder,herbs,teaspoon
2369,Y153_08,Y153,water,5.0,Tbsp.,,yummly,0.3125,cup,water,water,cup
2370,Y153_09,Y153,olive oil,1.0,Tbsp.,,yummly,1.0,tablespoon,olive oil,oil,tablespoon
2371,Y153_10,Y153,sweet potato,1.0,,(peeled),yummly,1.0,unit,potato,vegetable,unit
2372,Y153_11,Y153,zucchini,1.0,,,yummly,1.0,unit,zucchini / courgette / baby marrow,vegetable,unit
2373,Y153_12,Y153,basil leaves,,,(chopped),yummly,,cup,basil,vegetable,cup
2374,Y153_13,Y153,chopped peanuts,2.0,Tbsp.,,yummly,2.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2375,Y154_00,Y154,extra firm tofu,300.0,grams,,yummly,10.582188,ounce,firm tofu,tofu,ounce
2376,Y154_01,Y154,rice noodles,200.0,grams,,yummly,7.054792,ounce,rice noodle,noodle / spaghetti,ounce
2377,Y154_02,Y154,broccoli,1.0,head,(cut into 1” florets),yummly,5.0,cup,broccoli,vegetable,cup
2378,Y154_03,Y154,carrots,2.0,,(julienned),yummly,1.333333333,cup,carrot,vegetable,cup
2379,Y154_04,Y154,red pepper,1.0,,(julienned),yummly,1.0,unit,pepper,chili / pepper,unit
2380,Y154_05,Y154,garlic cloves,4.0,,(diced),yummly,4.0,clove,garlic,herbs,clove
2381,Y154_06,Y154,oil,,,(for frying),yummly,,tablespoon,oil,oil,tablespoon
2382,Y154_07,Y154,peanut butter,1.0,Tbsp.,,yummly,1.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2383,Y154_08,Y154,sriracha sauce,2.0,Tbsp.,,yummly,2.0,tablespoon,sriracha sauce,sauce / salt,tablespoon
2384,Y154_09,Y154,brown sugar,1.0,Tbsp.,,yummly,1.0,tablespoon,brown sugar,sugar / sweeteners / syrup,tablespoon
2385,Y154_10,Y154,ginger,,,"(thumb of, grated)",yummly,,teaspoon,minced ginger,herbs,teaspoon
2386,Y154_11,Y154,lime juice,1.0,,(only),yummly,1.0,tablespoon,lime juice,lime / lemon,tablespoon
2387,Y154_12,Y154,soya sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,soy sauce,sauce / salt,tablespoon
2388,Y154_13,Y154,water,0.25,cup,,yummly,0.25,cup,water,water,cup
2389,Y154_14,Y154,spring onions,2.0,,(sliced),yummly,0.5,cup,scallion / spring onion / green onion,vegetable,cup
2390,Y154_15,Y154,peanuts,,,(crushed),yummly,,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2391,Y154_16,Y154,lime,1.0,wedge,,yummly,1.0,unit,lime,lime / lemon,unit
2392,Y155_00,Y155,extra-virgin olive oil,2.0,Tbsp.,,yummly,2.0,tablespoon,olive oil,oil,tablespoon
2393,Y155_01,Y155,red pepper,1.0,,(thinly sliced into matchsticks),yummly,1.0,unit,pepper,chili / pepper,unit
2394,Y155_02,Y155,small carrots,3.0,,(peeled and sliced into matchsticks),yummly,1.0,cup,carrot,vegetable,cup
2395,Y155_03,Y155,zucchini,1.0,,(chopped into matchstick),yummly,1.0,unit,zucchini / courgette / baby marrow,vegetable,unit
2396,Y155_04,Y155,pad thai noodles,8.0,oz.,(brown rice),yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
2397,Y155_05,Y155,peanuts,,,,yummly,,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2398,Y155_06,Y155,green onion,,,,yummly,,cup,scallion / spring onion / green onion,vegetable,cup
2399,Y155_07,Y155,lime,,,,yummly,,unit,lime,lime / lemon,unit
2400,Y155_08,Y155,natural peanut butter,3.0,Tbsp.,,yummly,3.0,tablespoon,peanut butter,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2401,Y155_09,Y155,low sodium soy sauce,1.0,Tbsp.,"(or tamari, if gluten free)",yummly,1.0,tablespoon,soy sauce,sauce / salt,tablespoon
2402,Y155_10,Y155,rice wine vinegar,1.0,Tbsp.,,yummly,1.0,tablespoon,vinegar,vinegar,tablespoon
2403,Y155_11,Y155,sriracha,1.0,Tbsp.,,yummly,1.0,tablespoon,sriracha sauce,sauce / salt,tablespoon
2404,Y155_12,Y155,miso paste,1.0,Tbsp.,,yummly,1.0,tablespoon,miso paste,soybean paste,tablespoon
2405,Y155_13,Y155,lime juice,,,(a lime),yummly,1.0,tablespoon,lime juice,lime / lemon,tablespoon
2406,Y155_14,Y155,water,0.25,cup,,yummly,0.25,cup,water,water,cup
2407,Y155_15,Y155,ginger,1.0,tsp.,(freshly grated),yummly,1.0,teaspoon,minced ginger,herbs,teaspoon
2408,Y156_00,Y156,rice noodles,200.0,grams,(organic),yummly,7.054792,ounce,rice noodle,noodle / spaghetti,ounce
2409,Y156_01,Y156,tofu,200.0,grams,(block of),yummly,7.054792,ounce,tofu,tofu,ounce
2410,Y156_02,Y156,rice flour,40.0,grams,,yummly,5.0,tablespoon,flour,starch / flour,tablespoon
2411,Y156_03,Y156,pak choi,250.0,grams,(roughly chopped),yummly,8.81849,ounce,pak choi,vegetable,ounce
2412,Y156_04,Y156,beansprouts,100.0,grams,,yummly,0.881849768,cup,bean sprout,vegetable,cup
2413,Y156_05,Y156,spring onions,6.0,,"(white and green parts, sliced on the diagonal)",yummly,1.5,cup,scallion / spring onion / green onion,vegetable,cup
2414,Y156_06,Y156,red chilli,1.0,,"(seeds in, thinly sliced)",yummly,1.0,unit,red chili,chili / pepper,unit
2415,Y156_07,Y156,garlic,2.0,cloves,(thinly sliced),yummly,2.0,clove,garlic,herbs,clove
2416,Y156_08,Y156,peanuts,50.0,grams,(dry fried in a hot pan and then roughly chopped),yummly,6.0,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2417,Y156_09,Y156,shallots,20.0,grams,(crispy),yummly,10.0,cup,shallot,onion,cup
2418,Y156_10,Y156,peanuts,30.0,grams,(dry fried and roughly chopped),yummly,3.6,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2419,Y156_11,Y156,fresh coriander,2.0,Tbsp.,(roughly chopped),yummly,2.0,tablespoon,coriander / cilantro,herbs,tablespoon
2420,Y156_12,Y156,soy sauce,80.0,mL,,yummly,5.335999999999999,tablespoon,soy sauce,sauce / salt,tablespoon
2421,Y156_13,Y156,lime,1.0,,,yummly,1.0,unit,lime,lime / lemon,unit
2422,Y156_14,Y156,maple syrup,1.0,Tbsp.,,yummly,1.0,tablespoon,maple syrup,sugar / sweeteners / syrup,tablespoon
2423,Y156_15,Y156,water,2.0,Tbsp.,,yummly,0.125,cup,water,water,cup
2424,Y156_16,Y156,lime wedge,1.0,,(cut into wedges),yummly,1.0,unit,lime wedge,lime / lemon,unit
2425,Y156_17,Y156,oil,2.0,Tbsp.,(groundnut),yummly,2.0,tablespoon,oil,oil,tablespoon
2426,Y157_00,Y157,rice noodles,8.0,oz.,"(Thai,  , enough for 2 people)",yummly,8.0,ounce,rice noodle,noodle / spaghetti,ounce
2427,Y157_01,Y157,raw shrimp,15.0,,"(small to medium, shells removed)",yummly,4.5,ounce,shrimp,meat,ounce
2428,Y157_02,Y157,boneless chicken breast,1.0,,"(or 1 to 2 thighs*, chopped up into small pieces)",yummly,8.0,ounce,chicken breast,meat,ounce
2429,Y157_03,Y157,soy sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,soy sauce,sauce / salt,tablespoon
2430,Y157_04,Y157,green onions,4.0,,"(sliced, keep white separate from green)",yummly,1.0,cup,scallion / spring onion / green onion,vegetable,cup
2431,Y157_05,Y157,garlic,4.0,cloves,(minced),yummly,4.0,clove,garlic,herbs,clove
2432,Y157_06,Y157,galangal,1.0,tsp.,"(grated, or ginger)",yummly,0.333333333,tablespoon,galangal,herbs,tablespoon
2433,Y157_07,Y157,green chilies,2.0,,"(or fresh red, or as much or little as you like, finely sliced)",yummly,3.0,teaspoon,chili,chili / pepper,teaspoon
2434,Y157_08,Y157,egg,1.0,,,yummly,1.0,unit,egg,egg,unit
2435,Y157_09,Y157,bean sprouts,3.0,cups,,yummly,3.0,cup,bean sprout,vegetable,cup
2436,Y157_10,Y157,fresh coriander,1.0,handful,(/cilantro),yummly,5.333333333,tablespoon,coriander / cilantro,herbs,tablespoon
2437,Y157_11,Y157,roasted peanuts,0.3333333333333333,cup,(chopped),yummly,5.333333333333333,tablespoon,peanut,beans / peas / lentils / nuts / nut butter / seeds,tablespoon
2438,Y157_12,Y157,vegetable oil,3.0,Tbsp.,,yummly,3.0,tablespoon,vegetable oil,oil,tablespoon
2439,Y157_13,Y157,lime wedges,,,(for serving),yummly,,unit,lime wedge,lime / lemon,unit
2440,Y157_14,Y157,sauce,,,(Pad Thai),yummly,,tablespoon,pad thai sauce,sauce / salt,tablespoon
2441,Y157_15,Y157,tamarind paste,1.5,Tbsp.,"(to taste, available at Asian/Indian food stores)",yummly,1.5,tablespoon,tamarind concentrate / tamarind paste / tamarind juice,herbs,tablespoon
2442,Y157_16,Y157,chicken stock,0.25,cup,,yummly,0.25,cup,chicken stock,broth / stock,cup
2443,Y157_17,Y157,fish sauce,3.0,Tbsp.,,yummly,3.0,tablespoon,fish sauce,sauce / salt,tablespoon
2444,Y157_18,Y157,soy sauce,1.0,Tbsp.,,yummly,1.0,tablespoon,soy sauce,sauce / salt,tablespoon
2445,Y157_19,Y157,chili sauce,1.0,tsp.,"( , or 1/3 to 3/4 teaspoon cayenne pepper, to taste)",yummly,0.333333333,tablespoon,chili sauce,sauce / salt,tablespoon
2446,Y157_20,Y157,ground white pepper,0.125,tsp.,,yummly,0.125,teaspoon,ground pepper,chili / pepper,teaspoon
